,#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Victory_Rate,Total_Battles,Victory_Counts,Offensive_Power,Defensive_Power,Speed_to_Power_Ratio,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,,Type
581,582,Blitzle,Electric,,45,60,32,50,32,76,5,0,0.5925925925925926,135.0,80.0,0.33152929326842373,0.13089988751406073,0.7867427831834884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
582,583,Zebstrika,Electric,,75,100,63,80,63,116,5,0,0.9345794392523364,107.0,100.0,0.5406299311734094,0.2613042119735033,0.7087400658049856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
583,584,Roggenrola,Rock,,55,75,85,25,25,15,5,0,0.1875,144.0,27.0,0.14354645794863188,0.20114048243969504,0.12398099929268183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Rock
584,585,Boldore,Rock,,70,105,105,50,40,20,5,0,0.33587786259541985,131.0,44.0,0.2323401040792345,0.27074740657417823,0.11294068932750301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Rock
585,586,Gigalith,Rock,,85,135,130,60,80,25,5,0,0.40540540540540543,148.0,60.0,0.3007533154272285,0.37567179102612175,0.11716302336359413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Rock
586,587,Woobat,Psychic,Flying,55,45,43,55,43,72,5,0,0.5853658536585366,123.0,72.0,0.30662392983045156,0.1759023872015998,0.8290873452104672,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Flying
587,588,Swoobat,Psychic,Flying,67,57,55,77,55,114,5,0,0.8879310344827587,116.0,103.0,0.4727314503944939,0.2271434820647419,0.9638595530515536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Flying
588,589,Drilbur,Ground,,60,85,40,30,45,68,5,0,0.6422018348623854,109.0,70.0,0.3152820211515864,0.1847925259342582,0.6640497148591852,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ground
589,590,Excadrill,Ground,Steel,110,135,60,50,65,88,5,0,0.7744360902255639,133.0,103.0,0.46716635890548935,0.32924946881639794,0.5149156445002212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Ground
590,591,Audino,Normal,,103,60,86,60,86,50,5,0,0.3458646616541353,133.0,46.0,0.2708305355044485,0.3693588301462317,0.451098990578398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
591,592,Mega Audino,Normal,Fairy,103,60,126,80,126,50,5,0,0.36363636363636365,132.0,48.0,0.2980044485479268,0.4614223222097238,0.3788576741185895,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fairy
592,593,Timburr,Fighting,,75,80,55,25,35,35,5,0,0.18666666666666668,150.0,28.0,0.20744607184824576,0.21908198975128107,0.3513405092304294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
593,594,Gurdurr,Fighting,,85,105,85,40,50,40,5,0,0.211864406779661,118.0,25.0,0.2758960047003526,0.28995750531183606,0.28385543052796774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
594,595,Conkeldurr,Fighting,,105,140,95,55,65,45,5,0,0.3,130.0,39.0,0.3578594510659728,0.35829583802024745,0.23436133781493165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
595,596,Tympole,Water,,50,50,40,50,40,64,5,0,0.45588235294117646,136.0,62.0,0.2837300654691959,0.15915510561179852,0.7303241468866604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
596,597,Palpitoad,Water,Ground,75,65,55,65,55,69,5,0,0.43548387096774194,124.0,54.0,0.33866648480778916,0.24289151356080488,0.5858577274885964,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ground
597,598,Seismitoad,Water,Ground,105,95,75,85,75,74,5,0,0.5714285714285714,119.0,68.0,0.42066665267752223,0.34797837770278717,0.44049585133912045,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ground
598,599,Throh,Fighting,,120,100,85,30,85,45,5,0,0.22448979591836735,147.0,33.0,0.26983800570757094,0.40052180977377827,0.3667651908156781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
599,600,Sawk,Fighting,,75,125,75,30,75,85,5,0,0.625,136.0,85.0,0.417907503777069,0.28892325959255094,0.6028170273673883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
600,601,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,0,0.25735294117647056,136.0,35.0,0.21134002014436798,0.20645544306961627,0.49923755562752126,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bug
601,602,Swadloon,Bug,Grass,55,63,90,50,80,42,5,0,0.21138211382113822,123.0,26.0,0.2384404901796206,0.27217222847144107,0.3974932437699559,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bug
602,603,Leavanny,Bug,Grass,75,103,80,70,80,92,5,0,0.7933884297520661,121.0,96.0,0.4625256001342958,0.3004311961004874,0.580220792988793,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bug
603,604,Venipede,Bug,Poison,30,45,59,30,39,57,5,0,0.2803030303030303,132.0,37.0,0.2297993956689609,0.13970566179227598,0.9117276354820117,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bug
604,605,Whirlipede,Bug,Poison,40,55,99,40,79,47,5,0,0.26262626262626265,99.0,26.0,0.22832843713278494,0.2514541932258468,0.5525959074786052,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bug
605,606,Scolipede,Bug,Poison,60,100,89,55,69,112,5,0,0.9298245614035088,114.0,106.0,0.49523396844049017,0.26780839895013125,0.8054876872913457,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bug
606,607,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,0,0.36220472440944884,127.0,46.0,0.24070022662413967,0.1735970503687039,1.3071850987294789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fairy
607,608,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,0,0.8888888888888888,117.0,104.0,0.4919592496222931,0.27050681164854395,0.9057788095453844,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fairy
608,609,Petilil,Grass,,45,35,50,70,50,30,5,0,0.15753424657534246,146.0,23.0,0.19349085109954675,0.17232845894263216,0.2919926421971571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
609,610,Lilligant,Grass,,70,60,75,110,75,90,5,0,0.7165354330708661,127.0,91.0,0.45305103239885847,0.2790807399075116,0.5770116285771321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
610,611,Basculin,Water,,70,92,65,80,55,98,5,0,0.8090909090909091,110.0,89.0,0.4783905489340272,0.24416010498687665,0.6239584579570314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
611,612,Sandile,Ground,Dark,50,72,35,35,35,65,5,0,0.5373134328358209,134.0,72.0,0.2959365032734598,0.147647169103862,0.6870447790113606,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dark
612,613,Krokorok,Ground,Dark,60,82,45,45,45,74,5,0,0.5752212389380531,113.0,65.0,0.3487512590229982,0.19034808148981378,0.6491009213255724,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dark
613,614,Krookodile,Ground,Dark,95,117,80,65,70,92,5,0,0.8409090909090909,132.0,111.0,0.47465104079234516,0.327896512935883,0.5491358955027108,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Dark
614,615,Darumaka,Fire,,70,90,45,15,45,50,5,0,0.3629032258064516,124.0,45.0,0.250229771697163,0.2100331208598925,0.5273282585705472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
615,616,Darmanitan Standard Mode,Fire,,105,140,55,30,55,95,5,0,0.8195488721804511,133.0,109.0,0.46674920261876784,0.3019466316710411,0.6126640025101705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
616,617,Darmanitan Zen Mode,Fire,Psychic,105,30,105,140,105,55,5,0,0.3524590163934426,122.0,43.0,0.3532713614235353,0.4170259967504062,0.33906361466914303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Fire
617,618,Maractus,Grass,,75,86,67,106,67,60,5,0,0.0,0.0,0.0,0.39703709921101227,0.2705105611798525,0.32718431179011687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Grass
618,619,Dwebble,Bug,Rock,50,65,85,35,35,55,5,0,0.32575757575757575,132.0,43.0,0.2579056152425718,0.20320272465941758,0.6195101283718166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bug
619,620,Crustle,Bug,Rock,70,95,125,65,75,45,5,0,0.33613445378151263,119.0,40.0,0.3106355967769011,0.33463629546306717,0.29065560171643917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bug
620,621,Scraggy,Dark,Fighting,50,75,70,35,70,48,5,0,0.29357798165137616,109.0,32.0,0.2514191287560853,0.22820272465941754,0.4768855242769437,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark
621,622,Scrafty,Dark,Fighting,65,90,115,45,115,58,5,0,0.5041322314049587,121.0,61.0,0.3138477841195233,0.36130171228596425,0.4654493893576039,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark
622,623,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,0,0.7171052631578947,152.0,109.0,0.4608374601309384,0.2945256842894638,0.6630094388995119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Flying
623,624,Yamask,Ghost,,38,30,85,55,65,30,5,0,0.21428571428571427,126.0,27.0,0.1663536595601813,0.21529496312960877,0.3752482547208082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
624,625,Cofagrigus,Ghost,,58,50,145,95,105,30,5,0,0.2459016393442623,122.0,30.0,0.24772851267416485,0.36895075615548056,0.20228998923655614,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Ghost
625,626,Tirtouga,Water,Rock,54,78,103,53,45,22,5,0,0.23255813953488372,129.0,30.0,0.20564399026355548,0.24298150231221094,0.15436892219718823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Rock
626,627,Carracosta,Water,Rock,74,108,133,83,65,32,5,0,0.32142857142857145,140.0,45.0,0.31551682894074196,0.3394944381952256,0.1616410467096687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Rock
627,628,Archen,Rock,Flying,55,112,45,74,45,70,5,0,0.559322033898305,118.0,66.0,0.41726540204801077,0.1805055618047744,0.40058971382802167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Flying
628,629,Archeops,Rock,Flying,75,140,65,112,65,110,5,0,0.9140625,128.0,117.0,0.6210193889541715,0.2659073865766779,0.46689789054691794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Flying
629,630,Trubbish,Poison,,50,50,62,40,62,65,5,0,0.4188034188034188,117.0,49.0,0.27300025180459964,0.20979002624671916,0.8418078094738001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Poison
630,631,Garbodor,Poison,,80,95,82,60,82,75,5,0,0.6,145.0,87.0,0.3895564042303173,0.3148768903887014,0.5268526128267872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Poison
631,632,Zorua,Dark,,40,65,40,80,40,65,5,0,0.5038167938931297,131.0,66.0,0.34761834816182646,0.1394700662417198,0.48579910551502337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
632,633,Zoroark,Dark,,60,105,60,120,60,105,5,0,0.8849557522123894,113.0,100.0,0.5703059425885513,0.22487189101362332,0.501531778830379,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dark
633,634,Minccino,Normal,,55,50,40,40,40,75,5,0,0.5945945945945946,148.0,88.0,0.3015716803760282,0.1689976252968379,0.9821091110527668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
634,635,Cinccino,Normal,,75,95,60,65,60,115,5,0,0.8778625954198473,131.0,115.0,0.5106355967769012,0.25439945006874143,0.7993029047202077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
635,636,Gothita,Psychic,,45,30,50,55,65,45,5,0,0.208,125.0,26.0,0.20921080241732415,0.190185601799775,0.6003972075532931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
636,637,Gothorita,Psychic,,60,45,70,75,85,55,5,0,0.3008130081300813,123.0,37.0,0.2852264143025013,0.26574490688663915,0.5008339385321975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
637,638,Gothitelle,Psychic,,70,55,95,95,110,65,5,0,0.48872180451127817,133.0,65.0,0.3544852694309216,0.34296962879640047,0.4676004022132719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
638,639,Solosis,Psychic,,45,30,40,105,50,20,5,0,0.031007751937984496,129.0,4.0,0.20571701359744837,0.16121734783152106,0.13137507455136674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
639,640,Duosion,Psychic,,65,40,50,125,60,30,5,0,0.07258064516129033,124.0,9.0,0.27497586872586877,0.22360329958755154,0.17524415773868726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
640,641,Reuniclus,Psychic,,110,65,75,125,85,30,5,0,0.15,120.0,18.0,0.30875965250965254,0.36972565929258844,0.15032461992248125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
641,642,Ducklett,Water,Flying,62,44,50,44,50,55,5,0,0.3629032258064516,124.0,45.0,0.2417554977337586,0.205793025871766,0.7204211458421075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Flying
642,643,Swanna,Water,Flying,75,87,63,87,63,98,5,0,0.865546218487395,119.0,103.0,0.4811446617424879,0.2613042119735033,0.6159908717878468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Flying
643,644,Vanillite,Ice,,36,50,50,65,60,44,5,0,0.16363636363636364,110.0,18.0,0.24696764310894748,0.1665166854143232,0.410300218013328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
644,645,Vanillish,Ice,,51,65,65,80,75,59,5,0,0.4365079365079365,126.0,55.0,0.3304754910189693,0.23056805399325087,0.437219194963521,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
645,646,Vanilluxe,Ice,,71,95,85,110,95,79,5,0,0.664,125.0,83.0,0.46891975826758436,0.31596987876515437,0.41015674293575616,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
646,647,Deerling,Normal,Grass,60,60,50,40,50,75,5,0,0.5882352941176471,119.0,70.0,0.3150851938895417,0.20185601799775027,0.8670380360722464,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Grass
647,648,Sawsbuck,Normal,Grass,80,100,70,60,70,95,5,0,0.7416666666666667,120.0,89.0,0.45345601812993114,0.28725784276965377,0.654097278074824,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Grass
648,649,Emolga,Electric,Flying,55,75,60,75,60,103,5,0,0.7982456140350878,114.0,91.0,0.462909811985899,0.21502937132858393,0.7643598149728298,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Electric
649,650,Karrablast,Bug,,50,75,45,40,45,60,5,0,0.4380165289256198,121.0,53.0,0.2924983213026691,0.17066304211973504,0.5794119658691009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
650,651,Escavalier,Bug,Steel,70,135,105,60,105,20,5,0,0.5806451612903226,124.0,72.0,0.2864676011415142,0.3481283589551306,0.0878722675226956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bug
651,652,Foongus,Grass,Poison,69,55,45,55,55,15,5,0,0.11666666666666667,120.0,14.0,0.15728030048682223,0.21996937882764656,0.11077728948409805,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Grass
652,653,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,0,0.2066115702479339,121.0,25.0,0.28143885344972297,0.3660917385326834,0.1698574993383342,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Grass
653,654,Frillish,Water,Ghost,55,40,50,65,85,40,5,0,0.3181818181818182,132.0,42.0,0.22202555816686254,0.23368016497937757,0.4089124658238553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Ghost
654,655,Jellicent,Water,Ghost,100,60,70,85,105,60,5,0,0.0,0.0,0.0,0.33336935538022494,0.3682945881764779,0.4452231847084076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Ghost
655,656,Alomomola,Water,,165,75,80,40,45,65,5,0,0.5151515151515151,132.0,68.0,0.3067840355883834,0.4359298837645294,0.6320857809481102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Water
656,657,Joltik,Bug,Electric,50,47,50,57,50,65,5,0,0.463768115942029,138.0,64.0,0.2920440238375021,0.18217097862767154,0.7091710989860353,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bug
657,658,Galvantula,Bug,Electric,70,77,60,97,60,108,5,0,0.8394160583941606,137.0,115.0,0.509789533322142,0.24455693038370205,0.681994218225234,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bug
658,659,Ferroseed,Grass,Steel,44,50,91,24,86,10,5,0,0.1981981981981982,111.0,22.0,0.09411826422695989,0.25877265341832273,0.08919367762512137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Grass
659,660,Ferrothorn,Grass,Steel,74,94,131,54,116,20,5,0,0.4485294117647059,136.0,61.0,0.2229100218230653,0.3979865016872891,0.11884763877021323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Grass
660,661,Klink,Steel,,40,55,70,45,60,30,5,0,0.10619469026548672,113.0,12.0,0.18655048682222597,0.19661292338457692,0.3095578815037165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Steel
661,662,Klang,Steel,,60,80,95,70,85,50,5,0,0.2231404958677686,121.0,27.0,0.3114445190532147,0.29352268466441694,0.3510519296970269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Steel
662,663,Klinklang,Steel,,60,100,115,70,85,90,5,0,0.7557251908396947,131.0,99.0,0.452757260365956,0.3157449068866392,0.577818241874069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Steel
663,664,Tynamo,Electric,,35,55,40,45,40,60,5,0,0.35714285714285715,126.0,45.0,0.27226477253651166,0.1296275465566804,0.6810273393081763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
664,665,Eelektrik,Electric,,65,85,70,75,70,40,5,0,0.203125,128.0,26.0,0.29642332549941247,0.25773028371453566,0.25422868034104285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
665,666,Eelektross,Electric,,85,115,80,105,80,50,5,0,0.3063063063063063,111.0,34.0,0.406296164176599,0.3201162354705662,0.231264593689638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Electric
666,667,Elgyem,Psychic,,55,55,55,85,55,30,5,0,0.1320754716981132,159.0,21.0,0.24089831290918248,0.2035214348206474,0.21043094576222734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
667,668,Beheeyem,Psychic,,75,75,75,125,95,40,5,0,0.15671641791044777,134.0,21.0,0.3508445945945946,0.3127327834020748,0.19912814165007267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Psychic
668,669,Litwick,Ghost,Fire,50,30,55,65,55,20,5,0,0.13675213675213677,117.0,16.0,0.15136918751049186,0.19367891513560803,0.19702251366153956,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Fire
669,670,Lampent,Ghost,Fire,60,40,60,95,60,55,5,0,0.4222222222222222,135.0,57.0,0.30564357058922276,0.22487189101362332,0.43811418357344667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Fire
670,671,Chandelure,Ghost,Fire,60,55,90,145,90,80,5,0,0.6071428571428571,112.0,68.0,0.4652771948967601,0.29391951006124234,0.42645369260790217,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Fire
671,672,Axew,Dragon,,46,87,60,30,40,57,5,0,0.37777777777777777,135.0,51.0,0.28655615242571764,0.17350331208598924,0.5373882351298189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
672,673,Fraxure,Dragon,,66,117,70,40,50,67,5,0,0.4573643410852713,129.0,59.0,0.3692550780594259,0.23588926384201975,0.46044087113053095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
673,674,Haxorus,Dragon,,76,147,90,60,70,97,5,0,0.8267716535433071,127.0,105.0,0.5226838173577304,0.3016060492438445,0.5053454781400418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
674,675,Cubchoo,Ice,,55,70,40,60,40,40,5,0,0.26956521739130435,115.0,31.0,0.2557726204465335,0.1689976252968379,0.3204663519744832,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
675,676,Beartic,Ice,,95,110,80,70,80,50,5,0,0.37209302325581395,129.0,48.0,0.35198505959375526,0.33980127484064493,0.28742140146735395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
676,677,Cryogonal,Ice,,70,50,30,95,135,105,5,0,0.8040540540540541,148.0,119.0,0.46201422695987915,0.30050931133608305,0.8091599569462246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Ice
677,678,Shelmet,Bug,,50,40,85,40,65,25,5,0,0.08870967741935484,124.0,11.0,0.14520102400537183,0.23891701037370328,0.3235423130899194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
678,679,Accelgor,Bug,,80,70,40,100,60,145,5,0,0.921875,128.0,118.0,0.6101204465334901,0.24201974753155855,0.9507038811564291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bug
679,680,Stunfisk,Ground,Electric,109,66,84,81,99,32,5,0,0.2013888888888889,144.0,29.0,0.2560426808796374,0.39442382202224724,0.2153026319919827,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Electric
680,681,Mienfoo,Fighting,,45,85,50,55,50,65,5,0,0.5076923076923077,130.0,66.0,0.34067798388450565,0.17232845894263216,0.5056907541586281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
681,682,Mienshao,Fighting,,65,125,60,95,60,105,5,0,0.9236641221374046,131.0,121.0,0.5633655783112305,0.23471441069866267,0.5140571370581435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fighting
682,683,Druddigon,Dragon,,77,120,90,60,90,48,5,0,0.2785714285714286,140.0,39.0,0.34619733087124394,0.3273840769903762,0.27473733071281886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dragon
683,684,Golett,Ground,Ghost,59,74,50,35,50,35,5,0,0.3125,128.0,40.0,0.2129249202618768,0.1998875140607424,0.3362382668912645,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Ghost
684,685,Golurk,Ground,Ghost,89,124,80,55,80,55,5,0,0.5714285714285714,126.0,72.0,0.36480925801577974,0.3279902512185977,0.3214576574915877,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Ghost
685,686,Pawniard,Dark,Steel,45,85,70,40,40,60,5,0,0.5229357798165137,109.0,57.0,0.30601183481618266,0.1826459192600925,0.5269042867471554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dark
686,687,Bisharp,Dark,Steel,65,125,100,60,70,70,5,0,0.6099290780141844,141.0,86.0,0.41581123048514357,0.291063617047869,0.403118621562419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Dark
687,688,Bouffalant,Normal,,95,110,95,40,95,55,5,0,0.40336134453781514,119.0,48.0,0.32550990431425214,0.37432508436445444,0.39052757246271225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Normal
688,689,Rufflet,Normal,Flying,70,83,50,37,50,60,5,0,0.3360655737704918,122.0,41.0,0.2992330451569582,0.22154105736782903,0.5519975044830264,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
689,690,Braviary,Normal,Flying,100,123,75,57,75,80,5,0,0.6923076923076923,156.0,108.0,0.43760386939734763,0.33813585801774776,0.47924024371609597,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Flying
690,691,Vullaby,Dark,Flying,70,55,75,45,65,60,5,0,0.45901639344262296,122.0,56.0,0.27226477253651166,0.26717597800274967,0.6810273393081763,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dark
691,692,Mandibuzz,Dark,Flying,110,65,105,55,95,80,5,0,0.6258503401360545,147.0,92.0,0.35650809971462144,0.4149637545306837,0.7520254315972041,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Dark
692,693,Heatmor,Fire,,85,97,66,105,66,65,5,0,0.47107438016528924,121.0,57.0,0.4248289827094175,0.28789401324834396,0.3379229124110562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fire
693,694,Durant,Bug,Steel,58,109,112,48,48,109,5,0,0.8805970149253731,134.0,118.0,0.4893138324660064,0.26442694663167104,0.7721165965504524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bug
694,695,Deino,Dark,Dragon,52,65,50,45,50,38,5,0,0.27419354838709675,124.0,34.0,0.22292114319288237,0.1861079865016873,0.3657733658690976,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark
695,696,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,0,0.41304347826086957,138.0,57.0,0.33426494040624477,0.27150981127359075,0.41354408925723346,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark
696,697,Hydreigon,Dark,Dragon,92,105,90,125,90,98,5,0,0.8217054263565892,129.0,106.0,0.5570994208494209,0.35691163604549425,0.45555945375230866,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark
